,Decimal Latitude,Decimal Longitude,Catalog Number,Scientific Name,Family,Identified By,Collector,Collector Number,Event Date,Continent,Country,State/Province,County,Locality,Habitat,Collection Code,Institution Code,Modified,ID,Occurrence ID,Collection,Image Size,File Size,Record,Link to this Item,Manifest,Full citation,Geodetic Datum,In public portfolios,Species Header,Accepted Name,Collector and Date,Location,Notes,Type Status,Publication
0,42.5187140000,-83.3029530000,1307863,Phragmites australis subsp. americanus,Poaceae,Anton A. Reznicek,"A.B. Lyons, M.D.",s.n.,1874-08,North America,USA,Michigan,Oakland,Franklin,,Angiosperms,MICH,2016-3-04,4f939272-9f16-44c5-b85b-dd6ee5929ce2,4f939272-9f16-44c5-b85b-dd6ee5929ce2,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,574 KB,1307863,"

https://quod.lib.umich.edu/h/herb00ic/x-1307863/mich-v-1307863

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1307863:MICH-V-1307863

content_copy


","


""Phragmites australis subsp. americanus"". 
https://quod.lib.umich.edu/h/herb00ic/x-1307863/mich-v-1307863.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,,,1307864,Phragmites australis subsp. americanus,Poaceae,Anton A. Reznicek,LeRoy H. Harvey,7680,1967-09-13,North America,USA,Michigan,Mackinac,15 miles W of St. Ignace on US 2,"swampy area, roadside",Angiosperms,MICH,2016-3-04,e6c1badb-d7c4-46bd-bc4d-c2d1fa2ba926,e6c1badb-d7c4-46bd-bc4d-c2d1fa2ba926,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,613 KB,1307864,"

https://quod.lib.umich.edu/h/herb00ic/x-1307864/mich-v-1307864

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1307864:MICH-V-1307864

content_copy


","


""Phragmites australis subsp. americanus"". 
https://quod.lib.umich.edu/h/herb00ic/x-1307864/mich-v-1307864.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,46.0000000000,-83.6666700000,1307865,Phragmites australis subsp. americanus,Poaceae,Anton A. Reznicek,Roy E. Gereau,921,1981-08-28,North America,USA,Michigan,Chippewa,"Drummond Island; north end of Warners Cover, about 120 m southeast of small stream (outflow from Pats Lake and 40 m northeast of lake shore.","A small dense colony in drying sand of intermittent stream bed, with Carex stricta and Calamagrostis canadensis.",Angiosperms,MICH,2016-3-04,2584cfa9-5e9c-4e41-af8a-e5af8ef10019,2584cfa9-5e9c-4e41-af8a-e5af8ef10019,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,615 KB,1307865,"

https://quod.lib.umich.edu/h/herb00ic/x-1307865/mich-v-1307865

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1307865:MICH-V-1307865

content_copy


","


""Phragmites australis subsp. americanus"". 
https://quod.lib.umich.edu/h/herb00ic/x-1307865/mich-v-1307865.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,42.6864120000,-83.1170470000,1307866,Phragmites australis subsp. americanus,Poaceae,Anton A. Reznicek,Oliver A. Farwell,3013,1912-08-04,North America,USA,Michigan,Oakland,Parkedale Farm,In a tamarack swamp,Angiosperms,MICH,2016-3-04,aa9dcac2-8bf1-4105-a31c-356494ac9ee4,aa9dcac2-8bf1-4105-a31c-356494ac9ee4,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,509 KB,1307866,"

https://quod.lib.umich.edu/h/herb00ic/x-1307866/mich-v-1307866

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1307866:MICH-V-1307866

content_copy


","


""Phragmites australis subsp. americanus"". 
https://quod.lib.umich.edu/h/herb00ic/x-1307866/mich-v-1307866.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,45.5937160000,-84.3249740000,1307867,Phragmites australis subsp. americanus,Poaceae,Anton A. Reznicek,J.B. Schooley,537,1951-07-05,North America,USA,Michigan,Cheboygan,Walker Twp. Lake 16.,In shallow water,Angiosperms,MICH,2016-3-04,dc940c3d-f680-4deb-9d23-1f33706a00bd,dc940c3d-f680-4deb-9d23-1f33706a00bd,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,561 KB,1307867,"

https://quod.lib.umich.edu/h/herb00ic/x-1307867/mich-v-1307867

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1307867:MICH-V-1307867

content_copy


","


""Phragmites australis subsp. americanus"". 
https://quod.lib.umich.edu/h/herb00ic/x-1307867/mich-v-1307867.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,47.3727700000,-88.3130500000,1307868,Phragmites australis subsp. americanus,Poaceae,Anton A. Reznicek,Oliver A. Farwell,641,1888-08-08,North America,USA,Michigan,Keweenaw,Cliff Mine,,Angiosperms,MICH,2016-3-04,17be8ac5-afac-4989-ba4d-efef96eddeb5,17be8ac5-afac-4989-ba4d-efef96eddeb5,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,453 KB,1307868,"

https://quod.lib.umich.edu/h/herb00ic/x-1307868/mich-v-1307868

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1307868:MICH-V-1307868

content_copy


","


""Phragmites australis subsp. americanus"". 
https://quod.lib.umich.edu/h/herb00ic/x-1307868/mich-v-1307868.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,45.0229530556,-86.1237111111,1307869,Phragmites australis subsp. americanus,Poaceae,Anton A. Reznicek,Brian T. Hazlett,1887,1982-09-11,North America,USA,Michigan,Leelanau,"South Manitou Island, S of Lake Florence",South end of Lake Florence.,Angiosperms,MICH,2016-3-04,fbd33074-b71a-475a-96a9-224378213e5d,fbd33074-b71a-475a-96a9-224378213e5d,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,576 KB,1307869,"

https://quod.lib.umich.edu/h/herb00ic/x-1307869/mich-v-1307869

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1307869:MICH-V-1307869

content_copy


","


""Phragmites australis subsp. americanus"". 
https://quod.lib.umich.edu/h/herb00ic/x-1307869/mich-v-1307869.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,42.2708030000,-83.6480730000,1307870,Phragmites australis subsp. americanus,Poaceae,Anton A. Reznicek,Frederick J. Hermann,1463,1927-08-07,North America,USA,Michigan,Washtenaw,"Speechley's Woods, 2 1/2 miles E. Ann Arbor","Marshy roadside clearing at edge of oak woods,",Angiosperms,MICH,2016-3-04,32a11752-032a-4c45-bcf7-595e3ca4c108,32a11752-032a-4c45-bcf7-595e3ca4c108,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,564 KB,1307870,"

https://quod.lib.umich.edu/h/herb00ic/x-1307870/mich-v-1307870

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1307870:MICH-V-1307870

content_copy


","


""Phragmites australis subsp. americanus"". 
https://quod.lib.umich.edu/h/herb00ic/x-1307870/mich-v-1307870.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,47.3816310000,-88.0156540000,1307871,Phragmites australis subsp. americanus,Poaceae,Anton A. Reznicek,A.S. Hazzard,17,1941-09-05,North America,USA,Michigan,Keweenaw,Lac La Belle,"Dense stand, in 30 in (1-3) ft. water, sand bottom",Angiosperms,MICH,2016-3-04,fc6c804f-782d-437c-8558-e1c738d3d9da,fc6c804f-782d-437c-8558-e1c738d3d9da,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,598 KB,1307871,"

https://quod.lib.umich.edu/h/herb00ic/x-1307871/mich-v-1307871

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1307871:MICH-V-1307871

content_copy


","


""Phragmites australis subsp. americanus"". 
https://quod.lib.umich.edu/h/herb00ic/x-1307871/mich-v-1307871.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,45.1416100000,-86.0088700000,1307872,Phragmites australis subsp. americanus,Poaceae,Anton A. Reznicek,Brian T. Hazlett,2704,1984-07-31,North America,USA,Michigan,Leelanau,North Manitou Island where Pole Bridge crosses the Outlet.,Bog-like margin of Tamarack Lake.,Angiosperms,MICH,2016-3-04,075b2c64-35b2-4c08-a9be-27b4d82f6673,075b2c64-35b2-4c08-a9be-27b4d82f6673,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,540 KB,1307872,"

https://quod.lib.umich.edu/h/herb00ic/x-1307872/mich-v-1307872

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1307872:MICH-V-1307872

content_copy


","


""Phragmites australis subsp. americanus"". 
https://quod.lib.umich.edu/h/herb00ic/x-1307872/mich-v-1307872.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,44.8334800000,-83.5260300000,1307873,Phragmites australis subsp. americanus,Poaceae,Anton A. Reznicek,Russ Garlitz,2585,1988-07-31,North America,USA,Michigan,Alcona,Calcedonia Twp.  On W. side of the mouth of Holocomb Creek at East Bay on E. side of Hubbard Lake.,On Sandy Fill.,Angiosperms,MICH,2016-3-04,9ca951d6-157a-4fce-afe7-858ccaa4b6aa,9ca951d6-157a-4fce-afe7-858ccaa4b6aa,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,544 KB,1307873,"

https://quod.lib.umich.edu/h/herb00ic/x-1307873/mich-v-1307873

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1307873:MICH-V-1307873

content_copy


","


""Phragmites australis subsp. americanus"". 
https://quod.lib.umich.edu/h/herb00ic/x-1307873/mich-v-1307873.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,45.7333000000,-84.8333000000,1307874,Phragmites australis subsp. americanus,Poaceae,Anton A. Reznicek,LeRoy H. Harvey,492,1937-07-03,North America,USA,Michigan,Emmet,Cecil Bay Flats,Swampy meadow,Angiosperms,MICH,2016-3-04,16097e2c-b3a3-4f7f-9f14-72f1be9b8658,16097e2c-b3a3-4f7f-9f14-72f1be9b8658,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,439 KB,1307874,"

https://quod.lib.umich.edu/h/herb00ic/x-1307874/mich-v-1307874

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1307874:MICH-V-1307874

content_copy


","


""Phragmites australis subsp. americanus"". 
https://quod.lib.umich.edu/h/herb00ic/x-1307874/mich-v-1307874.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",WGS84,,,,,,,,
0,,,1307875,Phragmites australis subsp. americanus,Poaceae,Anton A. Reznicek,Malcolm E. McDonald,5582,1949-09-04,North America,USA,Michigan,Monroe,"Buren's Island, Pte. Mouillee State Game Area",Wet meadow,Angiosperms,MICH,2016-3-04,5528661d-2081-4d22-9f3f-f588e1e8b46c,5528661d-2081-4d22-9f3f-f588e1e8b46c,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,779 KB,1307875,"

https://quod.lib.umich.edu/h/herb00ic/x-1307875/mich-v-1307875

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1307875:MICH-V-1307875

content_copy


","


""Phragmites australis subsp. americanus"". 
https://quod.lib.umich.edu/h/herb00ic/x-1307875/mich-v-1307875.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,42.0464000000,-85.5094800000,1307876,Phragmites australis subsp. americanus,Poaceae,Anton A. Reznicek,Clarence R. Hanes,SJ70,1953-07-30,North America,USA,Michigan,St. Joseph,Portage Lake,,Angiosperms,MICH,2016-3-04,e84d8889-ca47-4386-a055-775b539e1b5a,e84d8889-ca47-4386-a055-775b539e1b5a,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,434 KB,1307876,"

https://quod.lib.umich.edu/h/herb00ic/x-1307876/mich-v-1307876

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1307876:MICH-V-1307876

content_copy


","


""Phragmites australis subsp. americanus"". 
https://quod.lib.umich.edu/h/herb00ic/x-1307876/mich-v-1307876.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,42.2708720000,-83.7263290000,1307877,Phragmites australis subsp. americanus,Poaceae,Anton A. Reznicek,George B. Sudworth,238,1884-08-04,North America,USA,Michigan,Washtenaw,A. A. [Ann Arbor],"Swamps,",Angiosperms,MICH,2016-3-04,0217146b-37fd-409f-9859-890e815e5259,0217146b-37fd-409f-9859-890e815e5259,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,514 KB,1307877,"

https://quod.lib.umich.edu/h/herb00ic/x-1307877/mich-v-1307877

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1307877:MICH-V-1307877

content_copy


","


""Phragmites australis subsp. americanus"". 
https://quod.lib.umich.edu/h/herb00ic/x-1307877/mich-v-1307877.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,42.6166310000,-85.4956890000,1307878,Phragmites australis subsp. americanus,Poaceae,Anton A. Reznicek,L.A. Woodbury,325,1936-08-14,North America,USA,Michigan,Barry,"Long Lake, Sta. No. 11","At high water mark, fibrous peat bottom",Angiosperms,MICH,2016-3-04,c9388aa8-2e63-43a8-8ac5-60e233e84fbf,c9388aa8-2e63-43a8-8ac5-60e233e84fbf,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,609 KB,1307878,"

https://quod.lib.umich.edu/h/herb00ic/x-1307878/mich-v-1307878

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1307878:MICH-V-1307878

content_copy


","


""Phragmites australis subsp. americanus"". 
https://quod.lib.umich.edu/h/herb00ic/x-1307878/mich-v-1307878.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,,,1307879,Phragmites australis subsp. americanus,Poaceae,Anton A. Reznicek,John H. Ehlers,1026,1920-07-17,North America,USA,Michigan,Emmet,"G.R. & I.R.R., Pellston to Levering",Wet places,Angiosperms,MICH,2016-3-04,2d9ccc62-1160-46de-a76b-667dbd4e45d8,2d9ccc62-1160-46de-a76b-667dbd4e45d8,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,556 KB,1307879,"

https://quod.lib.umich.edu/h/herb00ic/x-1307879/mich-v-1307879

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1307879:MICH-V-1307879

content_copy


","


""Phragmites australis subsp. americanus"". 
https://quod.lib.umich.edu/h/herb00ic/x-1307879/mich-v-1307879.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,45.4839000000,-84.5953160000,1307880,Phragmites australis subsp. americanus,Poaceae,Anton A. Reznicek,John H. Ehlers,5640,1935-07-30,North America,USA,Michigan,Cheboygan,"West shore of Mullet Lake, near Topinabee",,Angiosperms,MICH,2016-3-04,c3a16356-f5dd-4f64-9319-72f61ece7108,c3a16356-f5dd-4f64-9319-72f61ece7108,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,641 KB,1307880,"

https://quod.lib.umich.edu/h/herb00ic/x-1307880/mich-v-1307880

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1307880:MICH-V-1307880

content_copy


","


""Phragmites australis subsp. americanus"". 
https://quod.lib.umich.edu/h/herb00ic/x-1307880/mich-v-1307880.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,45.9758530000,-84.1944640000,1307881,Phragmites australis subsp. americanus,Poaceae,Anton A. Reznicek,John H. Ehlers,293,1916-09-12,North America,USA,Michigan,Mackinac,Scotty Bay,Swamps,Angiosperms,MICH,2016-3-04,0051f7ec-b2d9-477c-a56d-8f6434ca6717,0051f7ec-b2d9-477c-a56d-8f6434ca6717,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,551 KB,1307881,"

https://quod.lib.umich.edu/h/herb00ic/x-1307881/mich-v-1307881

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1307881:MICH-V-1307881

content_copy


","


""Phragmites australis subsp. americanus"". 
https://quod.lib.umich.edu/h/herb00ic/x-1307881/mich-v-1307881.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,45.9758530000,-84.1944640000,1307882,Phragmites australis subsp. americanus,Poaceae,Anton A. Reznicek,John H. Ehlers,1413,1920-09-15,North America,USA,Michigan,Mackinac,Scotty Bay,Marsh,Angiosperms,MICH,2016-3-04,568fe09f-27b4-4708-89ee-bed11ab99db6,568fe09f-27b4-4708-89ee-bed11ab99db6,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,631 KB,1307882,"

https://quod.lib.umich.edu/h/herb00ic/x-1307882/mich-v-1307882

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1307882:MICH-V-1307882

content_copy


","


""Phragmites australis subsp. americanus"". 
https://quod.lib.umich.edu/h/herb00ic/x-1307882/mich-v-1307882.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,45.9276690000,-84.8848290000,1307883,Phragmites australis subsp. americanus,Poaceae,Anton A. Reznicek,Rogers McVaugh,9713,1948-08-08,North America,USA,Michigan,Mackinac,"North shore of Lake Michigan, east of Pte. Aux Chenes, ca. 9 miles northwest of St. Ignace","Abundant, marly flats",Angiosperms,MICH,2016-3-04,7eba90e4-a67a-4e00-bc7a-85ac7415d7ec,7eba90e4-a67a-4e00-bc7a-85ac7415d7ec,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,438 KB,1307883,"

https://quod.lib.umich.edu/h/herb00ic/x-1307883/mich-v-1307883

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1307883:MICH-V-1307883

content_copy


","


""Phragmites australis subsp. americanus"". 
https://quod.lib.umich.edu/h/herb00ic/x-1307883/mich-v-1307883.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,42.0563600000,-84.1206200000,1307884,Phragmites australis subsp. americanus,Poaceae,Anton A. Reznicek,Ronald L. Stuckey,2642,1965-06-11,North America,USA,Michigan,Lenawee,"along west edge of Evans Lake, John Ketteman property, ca. 7.5 mi. W. of Clinton.",Local in marshy area,Angiosperms,MICH,2016-3-04,d7db9ad9-3106-441a-bed5-823bf79c6df6,d7db9ad9-3106-441a-bed5-823bf79c6df6,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,401 KB,1307884,"

https://quod.lib.umich.edu/h/herb00ic/x-1307884/mich-v-1307884

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1307884:MICH-V-1307884

content_copy


","


""Phragmites australis subsp. americanus"". 
https://quod.lib.umich.edu/h/herb00ic/x-1307884/mich-v-1307884.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,46.8746840000,-87.8578730000,1307885,Phragmites australis subsp. americanus,Poaceae,Anton A. Reznicek,A.G. Etter,32,1959-06-28,North America,USA,Michigan,Marquette,"West end of Cranberry Marsh, Huron Mountain Club",3-8 inches of water.,Angiosperms,MICH,2016-3-04,dbe3ef4b-f7ad-49d6-bd73-69524f79e85a,dbe3ef4b-f7ad-49d6-bd73-69524f79e85a,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,412 KB,1307885,"

https://quod.lib.umich.edu/h/herb00ic/x-1307885/mich-v-1307885

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1307885:MICH-V-1307885

content_copy


","


""Phragmites australis subsp. americanus"". 
https://quod.lib.umich.edu/h/herb00ic/x-1307885/mich-v-1307885.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,42.2501200000,-84.6185900000,1307886,Phragmites australis subsp. americanus,Poaceae,Anton A. Reznicek,Rogers McVaugh,21623,1962-08-19,North America,USA,Michigan,Jackson,along railroad about one mile southwest of Parma;,abundant in low ground.,Angiosperms,MICH,2016-3-04,40e8debd-de5f-4809-a509-c7422c223a93,40e8debd-de5f-4809-a509-c7422c223a93,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,662 KB,1307886,"

https://quod.lib.umich.edu/h/herb00ic/x-1307886/mich-v-1307886

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1307886:MICH-V-1307886

content_copy


","


""Phragmites australis subsp. americanus"". 
https://quod.lib.umich.edu/h/herb00ic/x-1307886/mich-v-1307886.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,42.3730720000,-84.5416700000,1307887,Phragmites australis subsp. americanus,Poaceae,Anton A. Reznicek,Harley H. Bartlett & Charles D. Richards,1239,1951-10-04,North America,USA,Michigan,Jackson,"Tompkins: 1.3 m. north, in Tompkins Township,",Tamarack bog.,Angiosperms,MICH,2016-3-04,400a218f-89c1-4269-a0b2-f92544f3c11b,400a218f-89c1-4269-a0b2-f92544f3c11b,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,595 KB,1307887,"

https://quod.lib.umich.edu/h/herb00ic/x-1307887/mich-v-1307887

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1307887:MICH-V-1307887

content_copy


","


""Phragmites australis subsp. americanus"". 
https://quod.lib.umich.edu/h/herb00ic/x-1307887/mich-v-1307887.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,,,1307888,Phragmites australis subsp. americanus,Poaceae,Anton A. Reznicek,Frederick J. Hermann,9265,1937-09-14,North America,USA,Michigan,Washtenaw,"Northfield Church Rd., 5.3 miles N. Ann Arbor",Marshy roadside,Angiosperms,MICH,2016-3-04,b7b61d34-f07d-48ba-99c8-45f610100e16,b7b61d34-f07d-48ba-99c8-45f610100e16,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,696 KB,1307888,"

https://quod.lib.umich.edu/h/herb00ic/x-1307888/mich-v-1307888

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1307888:MICH-V-1307888

content_copy


","


""Phragmites australis subsp. americanus"". 
https://quod.lib.umich.edu/h/herb00ic/x-1307888/mich-v-1307888.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,,,1307889,Phragmites australis subsp. americanus,Poaceae,Anton A. Reznicek,Elizabeth C. Almendinger,s.n.,1862-08-19,North America,USA,Michigan,Washtenaw,Bank of Huron River,,Angiosperms,MICH,2016-3-04,564af5b8-88ed-498e-bb98-de72464e36bc,564af5b8-88ed-498e-bb98-de72464e36bc,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,595 KB,1307889,"

https://quod.lib.umich.edu/h/herb00ic/x-1307889/mich-v-1307889

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1307889:MICH-V-1307889

content_copy


","


""Phragmites australis subsp. americanus"". 
https://quod.lib.umich.edu/h/herb00ic/x-1307889/mich-v-1307889.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,46.5346600000,-88.1101400000,1307890,Phragmites australis subsp. americanus,Poaceae,Anton A. Reznicek,G.M. Moore,49,1938-08-26,North America,USA,Michigan,Marquette,Michigamme Lake,"In 6 (0-12) in. water, sand bottom",Angiosperms,MICH,2016-3-04,2cfbdf8b-fdf7-4f63-bd8f-d148199c33a6,2cfbdf8b-fdf7-4f63-bd8f-d148199c33a6,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,547 KB,1307890,"

https://quod.lib.umich.edu/h/herb00ic/x-1307890/mich-v-1307890

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1307890:MICH-V-1307890

content_copy


","


""Phragmites australis subsp. americanus"". 
https://quod.lib.umich.edu/h/herb00ic/x-1307890/mich-v-1307890.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",WGS84,,,,,,,,
0,42.2708720000,-83.7263290000,1307891,Phragmites australis subsp. americanus,Poaceae,Anton A. Reznicek,George B. Sudworth,s.n.,1886-08-01,North America,USA,Michigan,Washtenaw,Ann Arbor,Marshy places,Angiosperms,MICH,2016-3-04,c445159d-b8de-4eeb-9b3b-06bd8d2b2237,c445159d-b8de-4eeb-9b3b-06bd8d2b2237,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,597 KB,1307891,"

https://quod.lib.umich.edu/h/herb00ic/x-1307891/mich-v-1307891

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1307891:MICH-V-1307891

content_copy


","


""Phragmites australis subsp. americanus"". 
https://quod.lib.umich.edu/h/herb00ic/x-1307891/mich-v-1307891.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,46.7614400000,-89.7729910000,1307892,Phragmites australis subsp. americanus,Poaceae,Anton A. Reznicek,Henry T. Darlington,s.n.,1923-08-14,North America,USA,Michigan,Ontonagon,"Border of Little Carp Lake, Porcupine Mountains",,Angiosperms,MICH,2016-3-04,41572fb0-cbd9-454f-9c07-6dfe9a4f654e,41572fb0-cbd9-454f-9c07-6dfe9a4f654e,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,679 KB,1307892,"

https://quod.lib.umich.edu/h/herb00ic/x-1307892/mich-v-1307892

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1307892:MICH-V-1307892

content_copy


","


""Phragmites australis subsp. americanus"". 
https://quod.lib.umich.edu/h/herb00ic/x-1307892/mich-v-1307892.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
0,,,1307893,Phragmites australis subsp. americanus,Poaceae,Anton A. Reznicek,Harley H. Bartlett & Charles D. Richards,409,1951-09-11,North America,USA,Michigan,Mackinac,"Platz Lake, St. Ignace Township",Bog near intersection of highways U.S. 2 and M 134 (road to Cedarville),Angiosperms,MICH,2016-3-04,d8b697df-ef9c-40d0-823c-3141736708a3,d8b697df-ef9c-40d0-823c-3141736708a3,"
University of Michigan Herbarium Catalog Collection
",3753 x 5634,480 KB,1307893,"

https://quod.lib.umich.edu/h/herb00ic/x-1307893/mich-v-1307893

content_copy


","

https://quod.lib.umich.edu/cgi/i/image/api/manifest/herb00ic:1307893:MICH-V-1307893

content_copy


","


""Phragmites australis subsp. americanus"". 
https://quod.lib.umich.edu/h/herb00ic/x-1307893/mich-v-1307893.
 University of Michigan Library Digital Collections. Accessed February 11, 2023.


content_copy


",,,,,,,,,
